Timestamp,DateTime,Open,High,Low,Close,Volume,Spread,Real_Volume
1744060260,2025-04-08 05:11:00,1.09439,1.0944,1.09379,1.09396,257,0,0
1744060320,2025-04-08 05:12:00,1.09395,1.09396,1.09359,1.09371,245,0,0
1744060380,2025-04-08 05:13:00,1.0937000000000001,1.09374,1.09343,1.09344,198,0,0
1744060440,2025-04-08 05:14:00,1.09345,1.09351,1.09337,1.09337,191,0,0
1744060500,2025-04-08 05:15:00,1.09338,1.09354,1.09329,1.09347,293,0,0
1744060560,2025-04-08 05:16:00,1.09346,1.09351,1.09342,1.0935,182,0,0
1744060620,2025-04-08 05:17:00,1.09351,1.09354,1.09329,1.09331,158,0,0
1744060680,2025-04-08 05:18:00,1.0933,1.09339,1.09304,1.09304,202,0,0
1744060740,2025-04-08 05:19:00,1.09306,1.09316,1.09274,1.09278,178,0,0
1744060800,2025-04-08 05:20:00,1.09277,1.09282,1.09255,1.09267,121,0,0
1744060860,2025-04-08 05:21:00,1.09267,1.09278,1.09264,1.0927,103,0,0
1744060920,2025-04-08 05:22:00,1.0927,1.09313,1.09267,1.09304,226,0,0
1744060980,2025-04-08 05:23:00,1.09302,1.09303,1.09261,1.09263,129,0,0
1744061040,2025-04-08 05:24:00,1.0926,1.09272,1.0924800000000001,1.09265,135,0,0
1744061100,2025-04-08 05:25:00,1.09267,1.09291,1.09249,1.09259,201,0,0
1744061160,2025-04-08 05:26:00,1.09261,1.09262,1.09236,1.09238,162,0,0
1744061220,2025-04-08 05:27:00,1.09239,1.09262,1.09239,1.0925799999999999,147,0,0
1744061280,2025-04-08 05:28:00,1.09257,1.09279,1.09251,1.09264,108,0,0
1744061340,2025-04-08 05:29:00,1.09264,1.09277,1.09254,1.09276,214,0,0
1744061400,2025-04-08 05:30:00,1.09277,1.09324,1.09276,1.09321,136,0,0
1744061460,2025-04-08 05:31:00,1.09322,1.09347,1.09317,1.09344,236,0,0
1744061520,2025-04-08 05:32:00,1.09345,1.0936,1.09341,1.09357,107,0,0
1744061580,2025-04-08 05:33:00,1.09358,1.09367,1.09355,1.09358,89,0,0
1744061640,2025-04-08 05:34:00,1.09357,1.09378,1.09348,1.09356,146,0,0
1744061700,2025-04-08 05:35:00,1.09355,1.0939,1.09354,1.09376,107,0,0
1744061760,2025-04-08 05:36:00,1.09377,1.09377,1.09358,1.09366,129,0,0
1744061820,2025-04-08 05:37:00,1.09365,1.09386,1.09358,1.09385,109,0,0
1744061880,2025-04-08 05:38:00,1.09384,1.09395,1.09369,1.09395,101,0,0
1744061940,2025-04-08 05:39:00,1.09394,1.09407,1.09382,1.0939,87,0,0
1744062000,2025-04-08 05:40:00,1.09391,1.09419,1.09386,1.09417,158,0,0
1744062060,2025-04-08 05:41:00,1.09418,1.09418,1.09389,1.0939,83,0,0
1744062120,2025-04-08 05:42:00,1.0939,1.09396,1.09376,1.09378,108,0,0
1744062180,2025-04-08 05:43:00,1.0937999999999999,1.09381,1.09326,1.09327,233,0,0
1744062240,2025-04-08 05:44:00,1.09328,1.09342,1.09327,1.09331,140,0,0
1744062300,2025-04-08 05:45:00,1.09332,1.09332,1.09298,1.09301,126,0,0
1744062360,2025-04-08 05:46:00,1.093,1.09324,1.09297,1.09322,129,0,0
1744062420,2025-04-08 05:47:00,1.09321,1.09324,1.09296,1.09297,132,0,0
1744062480,2025-04-08 05:48:00,1.09298,1.09306,1.09289,1.09296,127,0,0
1744062540,2025-04-08 05:49:00,1.09297,1.09298,1.09265,1.0927,119,0,0
1744062600,2025-04-08 05:50:00,1.0927,1.09273,1.09254,1.09263,140,0,0
1744062660,2025-04-08 05:51:00,1.09264,1.09293,1.09264,1.09292,129,0,0
1744062720,2025-04-08 05:52:00,1.09291,1.09333,1.09289,1.09321,122,0,0
1744062780,2025-04-08 05:53:00,1.09322,1.09335,1.09314,1.09325,152,0,0
1744062840,2025-04-08 05:54:00,1.09324,1.09324,1.09297,1.09305,152,0,0
1744062900,2025-04-08 05:55:00,1.09305,1.09305,1.09269,1.09279,179,0,0
1744062960,2025-04-08 05:56:00,1.09278,1.0928,1.09269,1.09274,165,0,0
1744063020,2025-04-08 05:57:00,1.09274,1.09275,1.09254,1.09254,191,0,0
1744063080,2025-04-08 05:58:00,1.09256,1.09314,1.09255,1.09314,274,0,0
1744063140,2025-04-08 05:59:00,1.09315,1.09365,1.09306,1.0934,363,0,0
1744063200,2025-04-08 06:00:00,1.09339,1.09339,1.09273,1.09273,221,0,0
1744063260,2025-04-08 06:01:00,1.09273,1.09274,1.09241,1.09261,151,0,0
1744063320,2025-04-08 06:02:00,1.09261,1.09302,1.09243,1.09291,174,0,0
1744063380,2025-04-08 06:03:00,1.09292,1.09311,1.09291,1.09302,106,0,0
1744063440,2025-04-08 06:04:00,1.09301,1.09311,1.09288,1.09293,163,0,0
1744063500,2025-04-08 06:05:00,1.09292,1.09332,1.09291,1.09332,201,0,0
1744063560,2025-04-08 06:06:00,1.09333,1.09342,1.09331,1.09338,134,0,0
1744063620,2025-04-08 06:07:00,1.09339,1.09344,1.09291,1.09304,163,0,0
1744063680,2025-04-08 06:08:00,1.09304,1.09305,1.09282,1.09289,143,0,0
1744063740,2025-04-08 06:09:00,1.09289,1.09289,1.09267,1.09272,178,0,0
1744063800,2025-04-08 06:10:00,1.09273,1.09291,1.09271,1.0928,181,0,0
1744063860,2025-04-08 06:11:00,1.09279,1.09305,1.0927,1.09304,145,0,0
1744063920,2025-04-08 06:12:00,1.09305,1.09316,1.09287,1.09312,153,0,0
1744063980,2025-04-08 06:13:00,1.09312,1.09327,1.09311,1.09316,150,0,0
1744064040,2025-04-08 06:14:00,1.09317,1.09317,1.09254,1.09264,194,0,0
1744064100,2025-04-08 06:15:00,1.09264,1.09271,1.09225,1.09263,200,0,0
1744064160,2025-04-08 06:16:00,1.09265,1.09291,1.09261,1.0929,144,0,0
1744064220,2025-04-08 06:17:00,1.09288,1.09302,1.09262,1.09266,278,0,0
1744064280,2025-04-08 06:18:00,1.09265,1.09306,1.0926,1.09303,201,0,0
1744064340,2025-04-08 06:19:00,1.09304,1.09329,1.09295,1.09329,98,0,0
1744064400,2025-04-08 06:20:00,1.09328,1.09345,1.09328,1.09341,125,0,0
1744064460,2025-04-08 06:21:00,1.0934,1.09361,1.09339,1.09356,133,0,0
1744064520,2025-04-08 06:22:00,1.09357,1.0939,1.09355,1.0937000000000001,148,0,0
1744064580,2025-04-08 06:23:00,1.09369,1.09382,1.09364,1.09371,107,0,0
1744064640,2025-04-08 06:24:00,1.09372,1.09398,1.09371,1.09398,184,0,0
1744064700,2025-04-08 06:25:00,1.09399,1.09409,1.09356,1.09362,265,0,0
1744064760,2025-04-08 06:26:00,1.09363,1.09392,1.09359,1.09373,185,0,0
1744064820,2025-04-08 06:27:00,1.09374,1.09381,1.09358,1.09363,150,0,0
1744064880,2025-04-08 06:28:00,1.09362,1.09375,1.09346,1.09348,120,0,0
1744064940,2025-04-08 06:29:00,1.0935,1.09352,1.09325,1.09342,129,0,0
1744065000,2025-04-08 06:30:00,1.09341,1.0937999999999999,1.09331,1.09371,199,0,0
1744065060,2025-04-08 06:31:00,1.09372,1.09388,1.09372,1.0937999999999999,115,0,0
1744065120,2025-04-08 06:32:00,1.09379,1.09409,1.09371,1.09379,214,0,0
1744065180,2025-04-08 06:33:00,1.0937999999999999,1.09387,1.09366,1.09373,107,0,0
1744065240,2025-04-08 06:34:00,1.09372,1.09384,1.09345,1.09352,128,0,0
1744065300,2025-04-08 06:35:00,1.09354,1.09363,1.09305,1.09311,225,0,0
1744065360,2025-04-08 06:36:00,1.0931,1.09366,1.0931,1.09366,153,0,0
1744065420,2025-04-08 06:37:00,1.09367,1.09426,1.0936,1.09421,168,0,0
1744065480,2025-04-08 06:38:00,1.0942,1.09449,1.0941,1.09423,189,0,0
1744065540,2025-04-08 06:39:00,1.09422,1.09428,1.0941,1.09419,109,0,0
1744065600,2025-04-08 06:40:00,1.09418,1.09426,1.0939,1.09391,152,0,0
1744065660,2025-04-08 06:41:00,1.09391,1.09393,1.0934,1.09341,177,0,0
1744065720,2025-04-08 06:42:00,1.09342,1.09351,1.09332,1.09333,85,0,0
1744065780,2025-04-08 06:43:00,1.09334,1.09373,1.09334,1.09373,91,0,0
1744065840,2025-04-08 06:44:00,1.09372,1.09485,1.09349,1.09432,495,0,0
1744065900,2025-04-08 06:45:00,1.09432,1.09448,1.09391,1.09407,271,0,0
1744065960,2025-04-08 06:46:00,1.09408,1.09418,1.09371,1.09401,185,0,0
1744066020,2025-04-08 06:47:00,1.094,1.09432,1.09397,1.09427,127,0,0
1744066080,2025-04-08 06:48:00,1.09428,1.09444,1.09411,1.09444,139,0,0
1744066140,2025-04-08 06:49:00,1.09443,1.09443,1.09378,1.09379,126,0,0
1744066200,2025-04-08 06:50:00,1.09379,1.09387,1.0936,1.09363,145,0,0
1744066260,2025-04-08 06:51:00,1.09365,1.09376,1.09357,1.0936,120,0,0
1744066320,2025-04-08 06:52:00,1.09359,1.09361,1.09337,1.09337,89,0,0
1744066380,2025-04-08 06:53:00,1.09336,1.09347,1.09301,1.09308,208,0,0
1744066440,2025-04-08 06:54:00,1.09307,1.09315,1.09271,1.09271,174,0,0
1744066500,2025-04-08 06:55:00,1.09271,1.09271,1.09221,1.09228,248,0,0
1744066560,2025-04-08 06:56:00,1.09227,1.09249,1.09216,1.09217,182,0,0
1744066620,2025-04-08 06:57:00,1.09218,1.09228,1.09207,1.09224,170,0,0
1744066680,2025-04-08 06:58:00,1.09224,1.09224,1.09189,1.09199,163,0,0
1744066740,2025-04-08 06:59:00,1.09198,1.092,1.09137,1.09159,306,0,0
1744066800,2025-04-08 07:00:00,1.0916,1.09186,1.09146,1.09146,206,0,0
1744066860,2025-04-08 07:01:00,1.09145,1.09152,1.09114,1.0912,140,0,0
1744066920,2025-04-08 07:02:00,1.0912,1.09192,1.09109,1.09165,193,0,0
1744066980,2025-04-08 07:03:00,1.09166,1.0919699999999999,1.0915,1.0915,146,0,0
1744067040,2025-04-08 07:04:00,1.09151,1.0918,1.09151,1.09159,117,0,0
1744067100,2025-04-08 07:05:00,1.09158,1.09186,1.09158,1.09176,119,0,0
1744067160,2025-04-08 07:06:00,1.09176,1.09185,1.0917,1.09178,71,0,0
1744067220,2025-04-08 07:07:00,1.09177,1.09196,1.09172,1.09175,81,0,0
1744067280,2025-04-08 07:08:00,1.09176,1.0919,1.09175,1.09189,46,0,0
1744067340,2025-04-08 07:09:00,1.0919,1.09191,1.09177,1.0918,80,0,0
1744067400,2025-04-08 07:10:00,1.09181,1.09192,1.09175,1.09176,53,0,0
